id,naves_id,phrase,addenda,naves_for_transfer
17386,4150,INSTANCES OF,"At Pentecost, and times after Pentecost",REVIVALS
17387,4151,Of the ten tribes,"",REVOLT
17388,4152,A MOTIVE TO FAITHFULNESS,"",REWARD
17389,4153,A city destroyed by the Assyrians,"",REZEPH
17390,4154,An Asherite,"",REZIA
17391,4155,1. A king of Syria who harassed the southern kingdom (Judah),"",REZIN
17392,4155,1. A king of Syria who harassed the southern kingdom (Judah),Prophecy against,REZIN
17393,4155,2. A returned Babylonian captive,"",REZIN
17394,4156,An adversary of Solomon,"",REZON
17395,4157,Visited by Paul on the way to Rome,"",RHEGIUM
17396,4158,An ancestor of Jesus,"",RHESA
17397,4159,A Christian girl in Jerusalem,"",RHODA
17398,4160,An island visited by Paul,"",RHODES
17399,4161,Father of Ittai,"",RIBAI
17400,4162,General scriptures concerning,"",RIBBAND
17401,4163,A border town of the promised land,"",RIBLAH
17402,4163,"King Jehoahaz overthrown in, by Pharaoh","",RIBLAH
17403,4163,Headquarters of Nebuchadnezzar during the siege of Jerusalem,"",RIBLAH
17404,4164,General scriptures concerning,"",RICH
17405,4164,INSTANCES OF,Abraham,RICH
17406,4164,INSTANCES OF,Solomon,RICH
17407,4164,INSTANCES OF,Hezekiah,RICH
17408,4164,INSTANCES OF,Job,RICH
17409,4164,INSTANCES OF,Joseph of Arimathaea,RICH
17410,4164,INSTANCES OF,Zacchaeus,RICH
17411,4165,General scriptures concerning,"",RICHES
17412,4165,FIGURATIVE,"",RICHES
17413,4166,Used as a test of wit: at Samson's feast,"",RIDDLE
17414,4166,By Agur,"",RIDDLE
17415,4167,MISCELLANY OF MINOR SUB-TOPICS,The sun,RIGHTEOUS
17416,4167,MISCELLANY OF MINOR SUB-TOPICS,Stars,RIGHTEOUS
17417,4167,MISCELLANY OF MINOR SUB-TOPICS,Lights,RIGHTEOUS
17418,4167,MISCELLANY OF MINOR SUB-TOPICS,Mount Zion,RIGHTEOUS
17419,4167,MISCELLANY OF MINOR SUB-TOPICS,Lebanon,RIGHTEOUS
17420,4167,MISCELLANY OF MINOR SUB-TOPICS,Treasure,RIGHTEOUS
17421,4167,MISCELLANY OF MINOR SUB-TOPICS,Jewels,RIGHTEOUS
17422,4167,MISCELLANY OF MINOR SUB-TOPICS,Gold,RIGHTEOUS
17423,4167,MISCELLANY OF MINOR SUB-TOPICS,Vessels of gold and silver,RIGHTEOUS
17424,4167,MISCELLANY OF MINOR SUB-TOPICS,Stones of a crown,RIGHTEOUS
17425,4167,MISCELLANY OF MINOR SUB-TOPICS,Living stones,RIGHTEOUS
17426,4167,MISCELLANY OF MINOR SUB-TOPICS,Babies,RIGHTEOUS
17427,4167,MISCELLANY OF MINOR SUB-TOPICS,Little children,RIGHTEOUS
17428,4167,MISCELLANY OF MINOR SUB-TOPICS,Obedient children,RIGHTEOUS
17429,4167,MISCELLANY OF MINOR SUB-TOPICS,Members of the body,RIGHTEOUS
17430,4167,MISCELLANY OF MINOR SUB-TOPICS,Soldiers,RIGHTEOUS
17431,4167,MISCELLANY OF MINOR SUB-TOPICS,Runners in a race,RIGHTEOUS
17432,4167,MISCELLANY OF MINOR SUB-TOPICS,Wrestlers,RIGHTEOUS
17433,4167,MISCELLANY OF MINOR SUB-TOPICS,Good servants,RIGHTEOUS
17434,4167,MISCELLANY OF MINOR SUB-TOPICS,Strangers and pilgrims,RIGHTEOUS
17435,4167,MISCELLANY OF MINOR SUB-TOPICS,Sheep,RIGHTEOUS
17436,4167,MISCELLANY OF MINOR SUB-TOPICS,Lambs,RIGHTEOUS
17437,4167,MISCELLANY OF MINOR SUB-TOPICS,Calves of the stall,RIGHTEOUS
17438,4167,MISCELLANY OF MINOR SUB-TOPICS,Lions,RIGHTEOUS
17439,4167,MISCELLANY OF MINOR SUB-TOPICS,Eagles,RIGHTEOUS
17440,4167,MISCELLANY OF MINOR SUB-TOPICS,Doves,RIGHTEOUS
17441,4167,MISCELLANY OF MINOR SUB-TOPICS,Thirsting deer,RIGHTEOUS
17442,4167,MISCELLANY OF MINOR SUB-TOPICS,Good fish,RIGHTEOUS
17443,4167,MISCELLANY OF MINOR SUB-TOPICS,Dew and showers,RIGHTEOUS
17444,4167,MISCELLANY OF MINOR SUB-TOPICS,Watered gardens,RIGHTEOUS
17445,4167,MISCELLANY OF MINOR SUB-TOPICS,Unfailing springs,RIGHTEOUS
17446,4167,MISCELLANY OF MINOR SUB-TOPICS,Vines,RIGHTEOUS
17447,4167,MISCELLANY OF MINOR SUB-TOPICS,Branches of a vine,RIGHTEOUS
17448,4167,MISCELLANY OF MINOR SUB-TOPICS,Pomegranates,RIGHTEOUS
17449,4167,MISCELLANY OF MINOR SUB-TOPICS,Good figs,RIGHTEOUS
17450,4167,MISCELLANY OF MINOR SUB-TOPICS,Lilies,RIGHTEOUS
17451,4167,MISCELLANY OF MINOR SUB-TOPICS,Willows by the water courses,RIGHTEOUS
17452,4167,MISCELLANY OF MINOR SUB-TOPICS,Trees planted beside rivers,RIGHTEOUS
17453,4167,MISCELLANY OF MINOR SUB-TOPICS,Cedars in Lebanon,RIGHTEOUS
17454,4167,MISCELLANY OF MINOR SUB-TOPICS,Palm trees,RIGHTEOUS
17455,4167,MISCELLANY OF MINOR SUB-TOPICS,Green olive trees,RIGHTEOUS
17456,4167,MISCELLANY OF MINOR SUB-TOPICS,Fruitful trees,RIGHTEOUS
17457,4167,MISCELLANY OF MINOR SUB-TOPICS,Corn (grain),RIGHTEOUS
17458,4167,MISCELLANY OF MINOR SUB-TOPICS,Wheat,RIGHTEOUS
17459,4167,MISCELLANY OF MINOR SUB-TOPICS,Salt,RIGHTEOUS
17460,4167,MISCELLANY OF MINOR SUB-TOPICS,"Access of, to God",RIGHTEOUS
17461,4167,MISCELLANY OF MINOR SUB-TOPICS,Few,RIGHTEOUS
17462,4167,MISCELLANY OF MINOR SUB-TOPICS,"Relation of, to God",RIGHTEOUS
17463,4167,MISCELLANY OF MINOR SUB-TOPICS,"Righteous and wicked, circumstances of, contrasted",RIGHTEOUS
17464,4167,DESCRIBED,"See WICKED, CONTRASTED WITH THE RIGHTEOUS",RIGHTEOUS
17465,4167,"PROMISES TO, EXPRESSED OR IMPLIED","See WICKED, DESCRIBED",RIGHTEOUS
17466,4167,"UNITY OF, WITH CHRIST","See PENITENT, PROMISES TO",RIGHTEOUS
17467,4168,By faith,"",RIGHTEOUSNESS
17468,4168,Garment of,"",RIGHTEOUSNESS
17469,4168,Counted (regarded) for the sake of obedience,"",RIGHTEOUSNESS
17470,4168,FRUITS OF,"",RIGHTEOUSNESS
17471,4168,SYMBOLIZED,"",RIGHTEOUSNESS
17472,4169,1. Father of the murderers of Ish-bosheth,"",RIMMON
17473,4169,2. A city south of Jerusalem,"",RIMMON
17474,4169,2. A city south of Jerusalem,Allotted to the tribe of Judah,RIMMON
17475,4169,2. A city south of Jerusalem,Later alloted to the tribe of Simeon,RIMMON
17476,4169,2. A city south of Jerusalem,Called REMMON,RIMMON
17477,4169,2. A city south of Jerusalem,Also called EN-RIMMON,RIMMON
17478,4169,3. A city of the tribe of Zebulun,"",RIMMON
17479,4169,3. A city of the tribe of Zebulun,Called REMMON-METHOAR,RIMMON
17480,4169,4. A rock in the territory of the tribe of Benjamin,"",RIMMON
17481,4169,5. A Syrian idol,"",RIMMON
17482,4170,A camping place of the Israelites,"",RIMMON-PAREZ
17483,4171,Of gold,"",RING
17484,4171,Worn as a badge of office,"",RING
17485,4171,Given as a token,"",RING
17486,4171,Worn in the nose,"",RING
17487,4171,"Offerings of, to the tabernacle","",RING
17488,4172,A son of Shimon,"",RINNAH
17489,4173,A son of Gomer,"",RIPHATH
17490,4174,EARLY,"",RISING
17491,4174,EARLY,For devotions,RISING
17492,4174,EARLY,By the wicked,RISING
17493,4174,EARLY,By drunkards,RISING
17494,4174,EARLY,Illustrates spiritual diligence,RISING
17495,4174,INSTANCES OF,Lot,RISING
17496,4174,INSTANCES OF,Abraham,RISING
17497,4174,INSTANCES OF,Isaac,RISING
17498,4174,INSTANCES OF,Abimelech,RISING
17499,4174,INSTANCES OF,Jacob,RISING
17500,4174,INSTANCES OF,Laban,RISING
17501,4174,INSTANCES OF,Moses,RISING
17502,4174,INSTANCES OF,Joshua,RISING
17503,4174,INSTANCES OF,Gideon,RISING
17504,4174,INSTANCES OF,Elkanah,RISING
17505,4174,INSTANCES OF,Samuel,RISING
17506,4174,INSTANCES OF,David,RISING
17507,4174,INSTANCES OF,Mary,RISING
17508,4174,INSTANCES OF,The apostles,RISING
17509,4174,LATE,Consequences of,RISING
17510,4175,A camping place of the Israelites,"",RISSAH
17511,4176,A camping place of the Israelites,"",RITHMAH
17512,4177,FIGURATIVE,Of salvation,RIVER
17513,4177,FIGURATIVE,Of grief,RIVER
17514,4178,Concubine of Saul,"",RIZPAH
17515,4178,Guards the bodies of her sons who were hanged by the command,"",RIZPAH
17516,4179,Public highways,"",ROADS
17517,4179,From Gibeon to Beth-horon,"",ROADS
17518,4179,From Beth-el to Shechem,"",ROADS
17519,4179,"From Judaea to Galilee, by way of Samaria","",ROADS
17520,4179,To the house of God,"",ROADS
17521,4179,To cities of refuge,"",ROADS
17522,4179,Built by rulers,"",ROADS
17523,4180,General scriptures concerning,"",ROBBERS
17524,4180,Dens of,"",ROBBERS
17525,4180,Bands of,"",ROBBERS
17526,4181,Forbidden,"",ROBBERY
17527,4181,Punished with death,"",ROBBERY
17528,4181,Forgiven,"",ROBBERY
17529,4181,INSTANCES OF,"",ROBBERY
17530,4182,Of righteousness,"",ROBE
17531,4182,The parable of the man who was not dressed in a wedding,"",ROBE
17532,4183,Struck by Moses for water,"",ROCK
17533,4183,Houses in,"",ROCK
17534,4183,Oil from,"",ROCK
17535,4183,A name of God,"",ROCK
17536,4183,FIGURATIVE,"",ROCK
17537,4185,The home of Barzillai,"",ROGELIM
17538,4186,Son of Shamer,"",ROHGAH
17539,4187,Metallic table,"",ROLL
17540,4188,Son of Heman,"",ROMAMTI-EZER
17541,4189,Ruled by,Augustus Caesar,ROMAN EMPIRE
17542,4189,Ruled by,Tiberius Caesar,ROMAN EMPIRE
17543,4189,Ruled by,Claudius Caesar,ROMAN EMPIRE
17544,4189,Ruled by,Nero,ROMAN EMPIRE
17545,4189,Citizenship in,By birth,ROMAN EMPIRE
17546,4189,Citizenship in,By purchase,ROMAN EMPIRE
17547,4189,The rights of citizens,"",ROMAN EMPIRE
17548,4189,The right of trial,"",ROMAN EMPIRE
17549,4189,The right of appeal,"",ROMAN EMPIRE
17550,4190,"Jews excluded from, by Claudius Caesar","",ROME
17551,4190,Visited by Onesiphorus,See PAUL,ROME
17552,4190,Paul desires to preach in,"",ROME
17553,4190,Abominations in,"",ROME
17554,4190,Christians in,"",ROME
17555,4190,Paul's letter to the Christians in,"",ROME
17556,4190,Paul testifies the gospel of Christ to them,"",ROME
17557,4190,The condemnation of the Gentiles,"",ROME
17558,4190,The condemnation of the Jews,"",ROME
17559,4190,God's judgment against all sin,"",ROME
17560,4190,Justification by faith in Jesus Christ,"",ROME
17561,4190,The faith of Abraham,"",ROME
17562,4190,The fruits of faith,"",ROME
17563,4190,The works of the flesh and the Spirit,"",ROME
17564,4190,God's supreme power over everyone,"",ROME
17565,4190,The righteousness the law and of faith,"",ROME
17566,4190,"Exhorted humility, love, and good works","",ROME
17567,4190,To obey magistrates,"",ROME
17568,4190,For mutual forbearance,"",ROME
17569,4190,Requested to greet various brethren,"",ROME
17570,4192,Threefold,"",ROPE
17571,4192,Worn on the head as an emblem of servitude,"",ROPE
17572,4192,Used in casting lots,"",ROPE
17573,4192,FIGURATIVE,Of love,ROPE
17574,4192,FIGURATIVE,Of affliction,ROPE
17575,4192,FIGURATIVE,Of temptations,ROPE
17576,4193,General scriptures concerning,"",ROSE
17577,4194,1. Son of Benjamin,"",ROSH
17578,4194,2. An ancient people,"",ROSH
17579,4194,2. An ancient people,R. V.),ROSH
17580,4195,General scriptures concerning,"",RUBY
17581,4196,General scriptures concerning,"",RUE
17582,4197,Son of Simon,"",RUFUS
17583,4197,Probably identical with the RUFUS in,"",RUFUS
17584,4198,A symbolic name of Israel,"",RUHAMAH
17585,4199,Chastised,"",RULERS
17586,4199,Patriarchal,See KINGS,RULERS
17587,4199,INSTANCES OF,Nimrod,RULERS
17588,4199,INSTANCES OF,Abraham,RULERS
17589,4199,INSTANCES OF,Melchizedek,RULERS
17590,4199,INSTANCES OF,Isaac,RULERS
17591,4199,INSTANCES OF,Judah,RULERS
17592,4199,INSTANCES OF,Heads of families,RULERS
17593,4199,INSTANCES OF,Ishmael,RULERS
17594,4199,INSTANCES OF,"Esau, and the dukes of Edom",RULERS
17595,4199,CHARACTER AND QUALIFICATIONS OF,See GOVERNMENT,RULERS
17596,4199,DUTIES OF,"",RULERS
17597,4199,RIGHTEOUS,"Pharaoh, in his treatment of Abraham",RULERS
17598,4199,RIGHTEOUS,"Abimelech, in his treatment of Isaac",RULERS
17599,4199,RIGHTEOUS,"Joseph, in how he conducted the affairs of Egypt",RULERS
17600,4199,RIGHTEOUS,"Pharaoh, in his treatment of Jacob and his family",RULERS
17601,4199,RIGHTEOUS,"Moses, in his administration of the affairs of the people",RULERS
17602,4199,RIGHTEOUS,"Samuel, in not receiving compensation for judgment",RULERS
17603,4199,RIGHTEOUS,"Saul, after the defeat of the Ammonites",RULERS
17604,4199,RIGHTEOUS,"Solomon, in his judgment between the two women who claimed",RULERS
17605,4199,RIGHTEOUS,"Solomon, according to the testimony of the queen of Sheba",RULERS
17606,4199,RIGHTEOUS,"Asa, in abolishing sodomy and other abominations of",RULERS
17607,4199,RIGHTEOUS,"Jehoshaphat, in walking in the ways of the Lord",RULERS
17608,4199,RIGHTEOUS,"Hezekiah, in his fear of the Lord",RULERS
17609,4199,RIGHTEOUS,"Josiah, in repairing the temple and in other good works",RULERS
17610,4199,RIGHTEOUS,"Cyrus, in emancipating the Jews",RULERS
17611,4199,RIGHTEOUS,"Darius, in advancing the rebuilding of the temple",RULERS
17612,4199,RIGHTEOUS,"Artaxerxes, in commissioning Ezra to restore the forms of",RULERS
17613,4199,RIGHTEOUS,Nehemiah,RULERS
17614,4199,RIGHTEOUS,"King of Nineveh, in repenting, and proclaimimg a fast",RULERS
17615,4199,WICKED,"",RULERS
17616,4199,WICKED,"Potiphar, putting Joseph into prison",RULERS
17617,4199,WICKED,"Pharaoh, oppressing the Israelites",RULERS
17618,4199,WICKED,"Adoni-bezek, torturing seventy kings",RULERS
17619,4199,WICKED,"Abimelech, killing his seventy brothers",RULERS
17620,4199,WICKED,"Eli's sons, desecrating the sacrifices",RULERS
17621,4199,WICKED,Debauching themselves and the worshipers,RULERS
17622,4199,WICKED,"Samuel's sons, taking bribes",RULERS
17623,4199,WICKED,"Saul, sparing Agag and the best of the booty",RULERS
17624,4199,WICKED,"Saul, jealously plotting against David",RULERS
17625,4199,WICKED,"Saul, killing Ahimelech and the priests",RULERS
17626,4199,WICKED,"Hanun, maltreating David's servants",RULERS
17627,4199,WICKED,"David, numbering Israel and Judah",RULERS
17628,4199,WICKED,"Solomon, luxurious, and idolatrous",RULERS
17629,4199,WICKED,"Solomon, oppressing the people",RULERS
17630,4199,WICKED,"Rehoboam, making the yoke heavy",RULERS
17631,4199,WICKED,"Jeroboam, perverting the true worship",RULERS
17632,4199,WICKED,Exalting debased persons to the priesthood,RULERS
17633,4199,WICKED,"Abijam, walking in the sins of Rehoboam",RULERS
17634,4199,WICKED,"Nadab, walking in the ways of Jeroboam",RULERS
17635,4199,WICKED,"Baasha, walking in the ways of Jeroboam",RULERS
17636,4199,WICKED,"Asa, imprisoning the seer, and oppressing the people",RULERS
17637,4199,WICKED,"Zimri, walking in the ways of Jeroboam",RULERS
17638,4199,WICKED,"Omri, walking in the ways of Jeroboam",RULERS
17639,4199,WICKED,"Ahab, serving Baal",RULERS
17640,4199,WICKED,Confiscating Naboth's vineyard,RULERS
17641,4199,WICKED,"Jehoram, cleaving to the sins of Jeroboam",RULERS
17642,4199,WICKED,"Hazael, committing pillage (plundering)",RULERS
17643,4199,WICKED,"Jehoram, walking in the ways of the kings of Israel",RULERS
17644,4199,WICKED,"Jehu, departing not from the sins of Jeroboam",RULERS
17645,4199,WICKED,"Jehoahaz, in following the sins of Jeroboam",RULERS
17646,4199,WICKED,"Jehoash, in following the wicked example of Jeroboam",RULERS
17647,4199,WICKED,"Jeroboam II, not departing from the sins of Jeroboam",RULERS
17648,4199,WICKED,"Zachariah, Menahem, Pekahiah, and Pekah, following the",RULERS
17649,4199,WICKED,Conspiring against Pekahiah and assassinating him,RULERS
17650,4199,WICKED,"Hoshea, who conspired against Pekah",RULERS
17651,4199,WICKED,In permitting Baal-worship,RULERS
17652,4199,WICKED,"Ahaz, burning his own children in idolatrous sacrifice",RULERS
17653,4199,WICKED,"Manasseh, who committed the abominations of the heathen",RULERS
17654,4199,WICKED,"Amon, who followed the evil example of Manasseh",RULERS
17655,4199,WICKED,"Jehoahaz, who followed in the ways of his forefathers",RULERS
17656,4199,WICKED,"Jehoiakim, in walking in the ways of his forefathers",RULERS
17657,4199,WICKED,"Jehoiachin, in walking in the ways of his forefathers",RULERS
17658,4199,WICKED,"Zedekiah, following the evil example of Jehoiakim",RULERS
17659,4199,WICKED,And persecuting Jeremiah,RULERS
17660,4199,WICKED,"Joash, killing Zechariah",RULERS
17661,4199,WICKED,"Ahaziah, doing evil like the household of Ahab",RULERS
17662,4199,WICKED,"Amaziah, worshiping the gods of Seir",RULERS
17663,4199,WICKED,"Uzziah, invading the priest's office",RULERS
17664,4199,WICKED,"Ahasuerus and Haman, decreeing the death of all Jews",RULERS
17665,4199,WICKED,"Nebuchadnezzar, commanding to destroy the wise men",RULERS
17666,4199,WICKED,"Nebuchadnezzar, committing the three Hebrews to the",RULERS
17667,4199,WICKED,"Belshazzar, in drunkenness and committing sacrilege",RULERS
17668,4199,WICKED,"Darius, in deifying himself",RULERS
17669,4199,WICKED,"The princes, conspiring against Daniel",RULERS
17670,4199,WICKED,"Herod the Great, killing the infants in Bethlehem",RULERS
17671,4199,WICKED,"Herod Antipas, in beheading John the Baptist",RULERS
17672,4199,WICKED,"Herod Antipas, in craftiness and tyranny",RULERS
17673,4199,WICKED,"Herod Agrippa I, persecuting the congregation in Jerusalem",RULERS
17674,4199,WICKED,"Pilate, delivering up Jesus for crucifixion",RULERS
17675,4199,WICKED,"The chief priests, elders, and the Sanhedrin, seeking",RULERS
17676,4199,WICKED,"Ananias, the high priest, commanding to strike Paul",RULERS
17677,4200,The home of Jehoiakim's mother,"",RUMAH
17678,4201,The daughter-in-law of Naomi,"",RUTH
17679,4201,Her devotion to Naomi,"",RUTH
17680,4201,Goes to Bethlehem,"",RUTH
17681,4201,Gleaned in the field of Boaz,"",RUTH
17682,4201,Receives kindness from Boaz,"",RUTH
17683,4201,Under Naomi's instructions claims from Boaz the duty of a,"",RUTH
17684,4201,Marries Boaz,"",RUTH
17685,4201,Becomes an ancestor of Jesus,"",RUTH
17686,4202,A small grain grown in Egypt,"",RYE
17687,4202,Cultivated in Canaan,"",RYE
17688,4202,Used to make bread,"",RYE
17689,4203,Signifying a period of rest,"",SABBATH
17690,4203,Preparations for the,"",SABBATH
17691,4203,Religious usages on the,"",SABBATH
17692,4203,Sacrifices on the,"",SABBATH
17693,4203,UNCLASSIFIED SCRIPTURES RELATING TO,"",SABBATH
17694,4203,OBSERVANCE OF,By Moses,SABBATH
17695,4203,OBSERVANCE OF,By Nehemiah,SABBATH
17696,4203,OBSERVANCE OF,By the women preparing to embalm the corpse of Jesus,SABBATH
17697,4203,OBSERVANCE OF,By Paul,SABBATH
17698,4203,OBSERVANCE OF,By the disciples,SABBATH
17699,4203,OBSERVANCE OF,By John,SABBATH
17700,4203,VIOLATIONS OF,Gathering manna,SABBATH
17701,4203,VIOLATIONS OF,Gathering sticks,SABBATH
17702,4203,VIOLATIONS OF,Men of Tyre,SABBATH
17703,4203,VIOLATIONS OF,The inhabitants of Jerusalem,SABBATH
17704,4204,About two-thousand paces,"",SABBATH DAYS JOURNEY
17705,4205,Called YEAR OF RELEASE,"",SABBATIC YEAR
17706,4205,Ordinances concerning,"",SABBATIC YEAR
17707,4205,Israelite bondservants set free in,"",SABBATIC YEAR
17708,4205,Creditors required to release debtors in,"",SABBATIC YEAR
17709,4205,Ordinances concerning instruction in the law during,"",SABBATIC YEAR
17710,4205,Punishment to follow violation of the ordinances concerning,"",SABBATIC YEAR
17711,4206,A people who invaded the land of Uz,"",SABEANS
17712,4206,Giants among,"",SABEANS
17713,4206,Prophecies concerning,"",SABEANS
17714,4206,Proverbial drunkards,"",SABEANS
17715,4207,Son of Cush,"",SABTA
17716,4208,Son of Cush,"",SABTECHA
17717,4209,1. Father of Ahiam,"",SACAR
17718,4209,1. Father of Ahiam,Called SHARAR,SACAR
17719,4209,2. A Korhite,Son of Obed-edom,SACAR
17720,4210,A stringed musical instrument,"",SACKBUT
17721,4211,A symbol of mourning,"",SACKCLOTH
17722,4211,Worn by Jacob when it was reported to him that Joseph had been,"",SACKCLOTH
17723,4211,"Animals covered with, at a time of national mourning","",SACKCLOTH
17724,4212,FIGURATIVE,"",SACRIFICES
17725,4212,FIGURATIVE,Of self-denial,SACRIFICES
17726,4212,FIGURATIVE,Of praise,SACRIFICES
17727,4212,FIGURATIVE,"""Calves of the lips"" signifying praise",SACRIFICES
17728,4213,Forbidden,"",SACRILEGE
17729,4213,INSTANCES OF,Esau sells his birthright,SACRILEGE
17730,4213,INSTANCES OF,"Nadab and Abihu offer ""strange"" (unauthorized) fire",SACRILEGE
17731,4213,INSTANCES OF,Of Uzzah,SACRILEGE
17732,4213,INSTANCES OF,Of Uzziah,SACRILEGE
17733,4213,INSTANCES OF,Of Korah and his group,SACRILEGE
17734,4213,INSTANCES OF,Of the people of Beth-shemesh,SACRILEGE
17735,4213,INSTANCES OF,Of Ahaz,SACRILEGE
